name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Ford Ecosport 1.5 Petrol Ambiente,2018,685558,5311,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,606963,46641,Diesel,Individual,Manual,First Owner
Maruti Swift Ldi BSIV,2008,287442,92108,Diesel,Individual,Manual,Second Owner
Ford Ikon 1.4 TDCi DuraTorq,2010,137250,113856,Diesel,Individual,Manual,Third Owner
Hyundai i20 1.2 Sportz,2012,222102,59542,Petrol,Dealer,Manual,Second Owner
OpelCorsa 1.6Gls,2002,154058,64934,Petrol,Individual,Manual,Fourth & Above Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,672320,213567,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2016,575987,79253,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis 1.8 VL CVT,2019,1611331,27473,Petrol,Dealer,Automatic,First Owner
Maruti Ritz LXi,2011,216346,90318,Petrol,Dealer,Manual,First Owner
Tata Indica LSI,2006,71106,59422,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Magna AT,2019,570984,11324,Petrol,Dealer,Automatic,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2016,660535,39382,Diesel,Individual,Manual,First Owner
Nissan Micra XL,2012,201333,38984,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus Option,2016,250204,50286,Petrol,Dealer,Manual,First Owner
Hyundai i20 Magna Optional 1.2,2015,328664,31647,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2014,132641,139837,Diesel,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2016,475113,44767,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,892890,22830,Diesel,Individual,Manual,First Owner
Jaguar XF 5.0 Litre V8 Petrol,2014,2115009,72019,Petrol,Dealer,Automatic,Second Owner
Tata Nexon 1.5 Revotorq XM,2019,776013,24045,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2015,698026,63933,Diesel,Trustmark Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,2014,155764,55874,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,2013,304905,47265,Petrol,Individual,Manual,Second Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2015,1887446,55505,Petrol,Dealer,Automatic,First Owner
Maruti Alto LX BSIII,2008,81444,104234,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2016,198452,75359,Petrol,Individual,Manual,Third Owner
Mahindra Renault Logan 1.5 DLS,2008,97080,197027,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2017,811975,13140,Petrol,Individual,Manual,First Owner
Maruti Celerio ZDi,2013,323175,134623,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2001,49615,107268,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2011,520916,31778,Diesel,Dealer,Manual,First Owner
Hyundai i20 Active 1.4 SX,2015,658833,85829,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.6 MPI Elegance,2013,384046,85814,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi SX,2008,256012,137017,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2016,418360,229027,Diesel,Individual,Manual,First Owner
Ford Figo 1.2P Ambiente MT,2017,241441,49901,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,229317,21723,Petrol,Individual,Manual,First Owner
Honda BRV i-DTEC V MT,2017,1317398,31378,Diesel,Individual,Manual,First Owner
Maruti Swift VXi BSIV,2008,141253,96920,Petrol,Individual,Manual,Second Owner
Maruti Celerio VXI AMT BSIV,2016,461881,41309,Petrol,Trustmark Dealer,Automatic,Second Owner
Maruti Wagon R LXI,2006,213362,40107,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2014,114958,46506,Petrol,Individual,Manual,First Owner
Honda Jazz VX,2020,545718,17499,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2015,215152,83616,Diesel,Individual,Manual,Second Owner
Audi Q7 35 TDI Quattro Premium,2009,1261615,72031,Diesel,Dealer,Automatic,Third Owner
Maruti 800 EX,2004,31990,65164,Petrol,Individual,Manual,Third Owner
Volkswagen Vento Diesel Comfortline,2011,206582,90596,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Trendline,2009,208876,57862,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Sportz,2013,312455,128689,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005,108717,71733,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,478451,64946,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi ABS,2005,182442,81295,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Elegance,2010,333946,83376,Petrol,Individual,Manual,First Owner
Tata Manza Aura Quadrajet,2009,193843,68927,Diesel,Individual,Manual,Third Owner
Maruti Swift Dzire VDI,2012,541820,39836,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,309033,78660,Diesel,Individual,Manual,First Owner
BMW 5 Series 530i,2005,509225,96041,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015,208611,42393,Petrol,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL,2011,436274,1068,Diesel,Dealer,Manual,Second Owner
Toyota Corolla Altis G,2011,538049,44785,Petrol,Individual,Manual,Second Owner
Maruti Celerio ZXI,2020,523275,20759,Petrol,Dealer,Manual,First Owner
Honda Civic 1.8 S AT,2007,250533,43207,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 Sportz,2017,417300,70698,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V AT,2007,147170,72078,Petrol,Individual,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,2015,910649,52211,Diesel,Individual,Manual,Second Owner
Hyundai EON Era Plus,2012,216867,30680,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2009,281852,54082,Diesel,Individual,Manual,Second Owner
BMW X1 sDrive 20d xLine,2016,2632517,33638,Diesel,Individual,Automatic,First Owner
Hyundai i20 1.4 Sportz,2016,667666,35943,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2015,304279,103094,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2016,638531,65138,Petrol,Individual,Manual,First Owner
Mahindra Jeep MM 540,2007,87112,98257,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2008,92339,55496,Petrol,Individual,Manual,Second Owner
Nissan Micra XL,2018,381115,52238,Petrol,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2014,501860,45489,Diesel,Dealer,Automatic,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,951353,74194,Diesel,Individual,Manual,Third Owner
Datsun GO T Petrol,2015,332443,31768,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing GLS Audio LPG,2014,235631,101496,LPG,Individual,Manual,First Owner
Honda City i-VTEC VX,2018,970339,28413,Petrol,Dealer,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline,2015,734040,66506,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 E i DTEC,2019,768636,41471,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2015,251603,42489,Petrol,Dealer,Manual,First Owner
Maruti SX4 VDI,2009,244322,98955,Diesel,Individual,Manual,Third Owner
Mahindra Renault Logan 1.5 DLE Diesel,2005,125970,120740,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era,2012,280000,57016,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2020,1238604,37247,Diesel,Individual,Manual,First Owner
Honda City i DTEC SV,2016,786420,116703,Diesel,Individual,Manual,First Owner
Honda City i DTec SV,2012,426713,39135,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,359834,32222,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2013,210070,69653,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,2012,295723,51914,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2017,543707,59158,Diesel,Individual,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2010,1009594,186457,Diesel,Dealer,Manual,Second Owner
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2012,401504,133894,Diesel,Individual,Manual,First Owner
Audi A4 1.8 TFSI,2014,1253666,55737,Petrol,Individual,Automatic,Third Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2018,837246,79237,Diesel,Individual,Automatic,First Owner
Honda Jazz Select Edition,2017,549068,15849,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2013,94931,24378,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2004,104981,58717,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2015,878309,64418,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2012,492266,28511,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2015,561174,66564,Diesel,Individual,Manual,Second Owner
Audi A6 2.0 TDI Premium Plus,2012,1317710,50528,Diesel,Dealer,Automatic,First Owner
Hyundai EON Era Plus,2014,336590,21843,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,2006,118075,134992,LPG,Individual,Manual,Second Owner
Maruti Swift ZDi BSIV,2013,544241,52141,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2015,375436,101857,Diesel,Individual,Manual,First Owner
Honda Brio S MT,2015,359054,32758,Petrol,Dealer,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2011,315543,62513,Diesel,Individual,Manual,Second Owner
Toyota Etios Cross 1.2L G,2014,429543,22805,Petrol,Dealer,Manual,First Owner
Ford Endeavour 4x4 XLT,2005,337334,150934,Diesel,Individual,Manual,Second Owner
Mahindra Xylo Celebration Edition BSIV,2008,198092,232885,Diesel,Individual,Manual,Third Owner
Maruti Swift VXI,2019,644629,5702,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis G,2010,470171,42886,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2005,84650,91867,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,2011,261926,58499,Diesel,Individual,Manual,First Owner
Tata Safari Storme EX,2017,1180128,27148,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,439644,15675,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,544997,239341,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo LXI Green (CNG),2012,153664,64038,CNG,Individual,Manual,Second Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1752881,111262,Diesel,Dealer,Automatic,First Owner
Maruti S-Cross Alpha DDiS 200 SH,2016,765548,21222,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2015,211918,52454,Petrol,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,2014,328630,76624,Diesel,Individual,Manual,Second Owner
Mahindra Bolero SLX,2007,141557,92022,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,180124,38949,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,346823,77372,Diesel,Individual,Manual,Second Owner
Mahindra TUV 300 mHAWK100 T8,2018,774662,66606,Diesel,Individual,Manual,First Owner
Nissan Micra Active XV,2016,465635,18660,Petrol,Dealer,Manual,First Owner
Tata Indigo Grand Petrol,2013,248753,86400,Petrol,Individual,Manual,First Owner
Honda BR-V i-DTEC VX MT,2018,1007954,36907,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2016,464416,89023,Diesel,Dealer,Manual,First Owner
Hyundai EON LPG Magna Plus,2017,260062,105755,LPG,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2015,560175,19903,Petrol,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,2010,207883,113246,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 2WD,2012,856664,231417,Diesel,Dealer,Manual,First Owner
Hyundai Santro GS,2003,84244,55502,Petrol,Dealer,Manual,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2016,1057574,9922,Petrol,Individual,Automatic,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2014,390168,95100,Petrol,Individual,Manual,First Owner
Tata Nano Lx BSIV,2014,72654,31927,Petrol,Individual,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1189211,55133,Diesel,Dealer,Automatic,First Owner
Volkswagen Jetta 1.4 TSI Comfortline,2013,465790,45013,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2015,523838,67729,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2015,316252,38464,Diesel,Individual,Manual,Second Owner
Hyundai Verna VTVT 1.6 SX,2020,762756,34440,Petrol,Individual,Manual,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,2019,492478,110657,Diesel,Dealer,Automatic,First Owner
Honda Accord 2.4 AT,2009,428709,36554,Petrol,Individual,Automatic,Third Owner
Mahindra Xylo D4,2016,587292,107513,Diesel,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2018,2898252,33549,Diesel,Individual,Automatic,First Owner
Maruti Wagon R LXI Minor,2007,149057,44110,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2017,588048,46569,Petrol,Dealer,Manual,First Owner
Maruti SX4 ZXI AT,2009,132261,125735,Petrol,Individual,Automatic,Second Owner
Hyundai EON Magna Plus,2017,373491,6383,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2009,142260,97529,Diesel,Individual,Manual,Second Owner
Maruti Swift LDI Optional,2018,504959,41862,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Petrol Magna Exective,2020,568082,10568,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX BSIII,2007,97935,108151,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2009,129466,135797,Petrol,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1023180,893,Petrol,Dealer,Manual,Test Drive Car
Tata Indica Vista Terra TDI BSIII,2011,149379,98959,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T10 Dual Tone,2016,848267,38321,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Magna,2015,376085,61845,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI BS IV,2013,205691,82073,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2017,1239740,54666,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition BSIV,2016,774741,35878,Diesel,Individual,Automatic,First Owner
Tata Indigo GLE BSIII,2006,110673,43987,Petrol,Dealer,Manual,First Owner
Maruti 800 Std MPFi,2006,73460,59190,Petrol,Individual,Manual,First Owner
Maruti Ciaz VDi Option SHVS,2015,603484,65439,Diesel,Dealer,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2016,262595,111741,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014,668776,134798,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2013,288439,77394,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Option,2019,663995,65127,Petrol,Individual,Manual,First Owner
Honda Mobilio V i VTEC,2013,494710,73867,Petrol,Individual,Manual,First Owner
Honda Jazz VX CVT,2015,548869,30890,Petrol,Dealer,Automatic,First Owner
Hyundai EON Era Plus,2018,278504,32276,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 T10 Dual Tone,2018,725108,38354,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,2010,232800,48328,Petrol,Dealer,Manual,First Owner
Maruti Alto LX BSIII,2006,160406,60853,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,2009,106459,87749,Diesel,Individual,Manual,First Owner
Maruti Swift Ldi BSIV,2010,273574,102556,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2014,308190,38755,Petrol,Dealer,Manual,First Owner
Maruti Alto K10 VXI Airbag,2017,258720,28013,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2013,262535,28606,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus Sports Edition,2015,280700,52678,Petrol,Individual,Manual,First Owner
Nissan Micra XL CVT,2013,445094,38437,Petrol,Individual,Automatic,Second Owner
Maruti Estilo LXI,2016,243186,48360,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,2011,138538,74480,Petrol,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.2 AT,2016,512205,51510,Petrol,Dealer,Automatic,First Owner
Tata Indica Vista TDI LS,2013,230728,150971,Diesel,Dealer,Manual,Second Owner
Mahindra Quanto C6,2014,229593,113331,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2015,210405,60567,Petrol,Individual,Manual,Third Owner
Mahindra Thar CRDe ABS,2018,960356,13057,Diesel,Individual,Manual,First Owner
Honda Jazz S,2011,277548,49758,Petrol,Individual,Manual,First Owner
Maruti Swift DDiS LDI,2015,581601,56337,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz,2013,269683,46745,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Asta Option,2015,428140,46618,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2016,633038,39916,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Nios Sportz,2019,578531,5473,Petrol,Individual,Manual,First Owner
Hyundai Santro Sportz AMT,2020,457295,4802,Petrol,Dealer,Automatic,First Owner
Honda Jazz 1.2 V i VTEC,2015,502708,33054,Petrol,Dealer,Manual,First Owner
Renault Fluence 1.5,2013,304510,91063,Diesel,Individual,Manual,First Owner
Fiat Punto 1.3 Active,2009,99999,84690,Diesel,Individual,Manual,Second Owner
Honda City Edge Edition Diesel SV,2020,782567,39308,Diesel,Individual,Manual,First Owner
Maruti Omni 5 Str STD LPG,1999,51033,31452,LPG,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Comfortline,2011,362666,51898,Diesel,Dealer,Manual,First Owner
Maruti Wagon R AMT VXI,2016,304402,28219,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2011,370838,89343,Petrol,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AT BSIV,2009,293699,170016,Diesel,Individual,Automatic,Third Owner
Volkswagen Polo 1.0 MPI Trendline,2013,297560,47699,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,2009,102580,71598,LPG,Individual,Manual,Third Owner
Honda Jazz Select Edition Active,2009,263801,56677,Petrol,Dealer,Manual,Second Owner
Maruti Swift ZDi,2013,352122,49125,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDI SX Option,2018,1183864,41308,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2015,731298,42593,Diesel,Dealer,Manual,First Owner
Datsun GO A,2013,270090,38174,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2014,436676,87545,Diesel,Individual,Manual,First Owner
Honda Amaze S AT i-Vtech,2016,420181,13773,Petrol,Individual,Automatic,First Owner
Skoda Superb 1.8 TSI,2011,599142,52571,Petrol,Dealer,Automatic,Second Owner
Maruti Swift Dzire VDI,2011,496414,33023,Diesel,Dealer,Manual,First Owner
Honda City 1.5 V MT,2016,970259,8066,Petrol,Dealer,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,129939,130145,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline Plus 16,2017,619747,24587,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2010,421169,99300,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,381360,206267,Diesel,Individual,Automatic,Second Owner
Honda City i DTec SV,2015,581557,27159,Diesel,Dealer,Manual,First Owner
Tata Tigor 1.2 Revotron XM,2017,512118,9087,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,543596,41850,Diesel,Trustmark Dealer,Manual,First Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,2016,582973,39275,Petrol,Dealer,Automatic,First Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),2015,452969,19604,Diesel,Dealer,Manual,Second Owner
Hyundai i20 Asta,2007,267672,125850,Petrol,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1317666,6023,Diesel,Dealer,Manual,Test Drive Car
Volkswagen Polo GTI,2019,823262,20573,Petrol,Dealer,Automatic,Second Owner
Mahindra XUV500 W10 1.99 mHawk,2016,1332464,22943,Diesel,Trustmark Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,1022642,29701,Diesel,Dealer,Manual,First Owner
Honda Mobilio S i DTEC,2017,423185,97799,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,2006,103339,114188,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,2014,579544,100812,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,592586,59142,Diesel,Dealer,Manual,First Owner
Hyundai i10 Magna,2012,237734,51513,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W8 4WD,2014,789929,52111,Diesel,Dealer,Manual,First Owner
Maruti Ciaz ZXi,2017,792751,29396,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2020,797738,54363,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.6 TDI PRESTIGE,2011,447311,77628,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT AT S Option,2015,709835,78979,Petrol,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1931653,19793,Diesel,Individual,Manual,First Owner
Maruti Ciaz VXi Plus,2013,604400,22623,Petrol,Dealer,Manual,First Owner
Mahindra Xylo D4,2019,770559,85025,Diesel,Individual,Manual,First Owner
Mahindra Renault Logan 1.5 DLS,2008,94985,228036,Diesel,Individual,Manual,First Owner
Tata Hexa XTA,2019,1151214,56653,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2013,555395,37063,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2012,1147517,142200,Diesel,Dealer,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2019,397114,8561,Petrol,Dealer,Manual,First Owner
Hyundai EON Era Plus,2015,208483,26206,Petrol,Individual,Manual,First Owner
Honda Jazz 1.5 SV i DTEC,2015,421027,69365,Diesel,Individual,Manual,First Owner
Hyundai Getz 1.3 GLS,2008,206318,60417,Petrol,Individual,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Zeta,2016,662078,74131,Diesel,Individual,Manual,First Owner
Maruti Wagon R Stingray LXI,2014,281893,58750,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI,2014,423138,42162,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W7,2019,1251213,58380,Diesel,Individual,Manual,First Owner
Tata Nano CX SE,2011,73467,21843,Petrol,Individual,Manual,Third Owner
Hyundai Grand i10 Asta Option,2017,489546,26675,Petrol,Dealer,Manual,First Owner
Nissan Sunny XV D Premium Leather,2016,487948,53094,Diesel,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2014,816380,52112,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Asta AT,2011,360725,51958,Petrol,Individual,Automatic,Second Owner
Maruti Ritz VDi,2012,140806,114472,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,921077,15330,Diesel,Individual,Automatic,First Owner
Maruti SX4 Celebration Diesel,2012,234323,119039,Diesel,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,225688,32205,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2018,676428,8005,Diesel,Individual,Manual,First Owner
BMW 3 Series 320d Sport,2015,1382900,35517,Diesel,Dealer,Automatic,First Owner
Maruti SX4 Vxi BSIV,2011,230327,109205,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2012,470470,88069,Diesel,Individual,Manual,Second Owner
Honda Amaze V CVT Petrol BSIV,2019,708754,29379,Petrol,Dealer,Automatic,First Owner
Mahindra Xylo E6,2011,429946,77800,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Quadrajet VX,2013,177241,45066,Diesel,Individual,Manual,First Owner
Tata Indigo LS,2008,103612,96691,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2019,924685,14384,Diesel,Individual,Automatic,First Owner
Mahindra Bolero Power Plus SLX,2019,836779,38032,Diesel,Individual,Manual,First Owner
Volkswagen Vento Magnific 1.6 Highline,2014,412549,87951,Petrol,Dealer,Manual,First Owner
OpelCorsa 1.6Gls,2005,147086,81406,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Santro LE,2003,70559,63330,Petrol,Individual,Manual,First Owner
Ford Figo Titanium,2018,697950,91,Petrol,Dealer,Manual,Test Drive Car
Hyundai Santro LP zipPlus,2000,83701,78930,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,2012,197516,112791,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,2017,493812,16831,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2016,740023,101556,Diesel,Dealer,Manual,First Owner
Tata Manza Aura Safire,2008,197274,53004,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.6 ZXi Duratec,2009,202383,67916,Petrol,Individual,Manual,Third Owner
Ford Figo 1.5P Titanium AT,2016,640933,1480,Petrol,Dealer,Automatic,First Owner
Mahindra Quanto C4,2015,316663,148951,Diesel,Individual,Manual,Fourth & Above Owner
Skoda Rapid 1.5 TDI Ambition BSIV,2020,1014281,2630,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio 2.6 CRDe,2007,179618,241896,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2014,559004,68794,Diesel,Individual,Manual,First Owner
Tata Tiago 2019-2020 XZ,2018,413718,12352,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2018,217637,10930,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,2011,655538,68743,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna,2006,187213,61448,Petrol,Individual,Manual,Second Owner
Maruti Ertiga SHVS LDI,2019,463687,42451,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.6 Duratec S,2011,326175,71111,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2014,120426,63310,Diesel,Dealer,Manual,First Owner
Maruti Alto LXi,2011,162306,102357,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,2015,272534,83719,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2011,423254,45848,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2010,217110,102905,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,527192,34825,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel PS,2014,171139,70150,Diesel,Dealer,Manual,First Owner
